EDUCATIONAL ATTAINMENT__Population 25 years and over,"EDUCATIONAL ATTAINMENT__Some college, no degree",EMPLOYMENT STATUS__Females 16 years and over,EMPLOYMENT STATUS__Own children 6 to 17 years,EMPLOYMENT STATUS__Population 16 years and over,"GROSS RENT__$1,500 or more",GROSS RENT__$200 to $299,GROSS RENT__Median (dollars),"HOUSE HEATING FUEL__Bottled, tank, or LP gas",HOUSE HEATING FUEL__Utility gas,HOUSEHOLDS BY TYPE__Average family size,HOUSEHOLDS BY TYPE__Family households (families),HOUSEHOLDS BY TYPE__Households with one or more people 65 years and over,HOUSEHOLDS BY TYPE__Total households,HOUSING TENURE__Owner-occupied,"INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__$75,000 to $99,999",INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Mean household income (dollars),"INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median earnings for male full-time, year-round workers (dollars)",INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median family income (dollars),INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median household income (dollars),"INDUSTRY__Finance and insurance, and real estate and rental and leasing",MORTGAGE STATUS__Housing units with a mortgage,MORTGAGE STATUS__Housing units without a mortgage,OCCUPANTS PER ROOM__1.00 or less,"OCCUPATION__Management, business, science, and arts occupations",OCCUPATION__Sales and office occupations,PLACE OF BIRTH__Native,RACE__One race__White,ROOMS__3 rooms,ROOMS__5 rooms,ROOMS__6 rooms,ROOMS__7 rooms,ROOMS__8 rooms,ROOMS__Median rooms,"SELECTED MONTHLY OWNER COSTS (SMOC)__$2,000 or more",SELECTED MONTHLY OWNER COSTS (SMOC)__$400 or more,SEX AND AGE__25 to 34 years,SEX AND AGE__45 to 54 years,SEX AND AGE__55 to 59 years,SEX AND AGE__Female,SEX AND AGE__Male,SEX AND AGE__Median age (years),"UNITS IN STRUCTURE__1-unit, detached",UNITS IN STRUCTURE__3 or 4 units,"VALUE__$1,000,000 or more","VALUE__$300,000 to $499,999",VEHICLES AVAILABLE__3 or more vehicles available,YEAR STRUCTURE BUILT__Built 1939 or earlier,YEAR STRUCTURE BUILT__Built 1950 to 1959,YEAR STRUCTURE BUILT__Built 2000 to 2004,YEAR STRUCTURE BUILT__Built 2005 or later,TOTAL KWH
4640,377,2564,152,4974,1047,0,1487.0,46,1522,2.26,894,372,3793,1630,674,118891.0,90809.0,139531.0,82524.0,772,1310,320,3715,2816,735,3879,3628,1679,271,151,58,15,2.8,860,320,2087,780,361,2650,2508,34.7,0,0,206,577,15,0,55,1081,609,35955799.0
4640,377,2564,152,4974,1047,0,1487.0,46,1522,2.26,894,372,3793,1630,674,118891.0,90809.0,139531.0,82524.0,772,1310,320,3715,2816,735,3879,3628,1679,271,151,58,15,2.8,860,320,2087,780,361,2650,2508,34.7,0,0,206,577,15,0,55,1081,609,35955799.0
3425,333,2098,102,3789,948,0,1697.0,30,1041,2.23,640,375,2873,1378,431,158728.0,100000.0,233750.0,82591.0,627,1026,352,2873,1750,699,3080,3276,1269,236,206,129,64,3.3,786,335,1254,623,263,2120,1767,40.4,14,0,279,291,53,36,38,927,226,29793218.0
2790,406,1659,66,3031,960,0,1695.0,16,741,2.44,606,246,2277,754,401,108635.0,96875.0,89900.0,80897.0,430,539,215,2174,1402,565,2375,2452,1058,51,15,32,58,2.7,308,188,1357,329,235,1755,1471,33.5,31,36,64,292,56,99,70,1076,68,19035943.0
2073,198,1238,79,2434,433,0,1445.0,12,664,2.91,491,63,1566,559,142,139378.0,67250.0,108885.0,86711.0,381,481,78,1462,1230,518,2093,2010,1145,67,100,10,0,2.9,382,78,949,287,97,1331,1389,30.2,37,34,102,177,20,104,103,592,241,11532036.0
5397,236,2974,84,5740,868,0,1798.0,31,2395,2.24,1334,167,3835,2456,581,158221.0,101856.0,155192.0,108482.0,718,2244,212,3792,3562,999,5514,4848,1763,368,263,101,15,3.2,1914,212,2976,563,326,3137,2904,32.2,35,34,82,1328,12,830,164,1470,978,16601676.0
868,222,605,193,1042,188,44,1536.0,0,373,3.85,239,93,584,187,80,120872.0,79804.0,22917.0,75250.0,104,149,38,515,213,180,1369,516,168,108,130,24,19,4.1,135,38,356,105,50,821,567,28.9,28,38,28,77,0,56,141,83,174,302690.0
2483,488,1554,390,2865,0,0,824.0,16,1306,3.17,825,362,1439,1024,216,55045.0,31167.0,62819.0,51571.0,148,708,316,1398,639,351,2241,2785,298,317,78,22,218,4.4,280,194,540,469,306,1704,1614,41.2,386,104,14,319,157,501,108,34,13,12226.0
2483,488,1554,390,2865,0,0,824.0,16,1306,3.17,825,362,1439,1024,216,55045.0,31167.0,62819.0,51571.0,148,708,316,1398,639,351,2241,2785,298,317,78,22,218,4.4,280,194,540,469,306,1704,1614,41.2,386,104,14,319,157,501,108,34,13,12226.0
1790,391,1001,402,2048,208,148,772.0,0,895,3.23,481,184,1226,400,120,75473.0,91477.0,18988.0,46548.0,184,371,29,1169,666,326,2510,866,514,297,153,21,0,3.6,269,29,799,289,80,1405,1257,30.5,43,220,0,252,5,186,140,505,130,39143198.0
1790,391,1001,402,2048,208,148,772.0,0,895,3.23,481,184,1226,400,120,75473.0,91477.0,18988.0,46548.0,184,371,29,1169,666,326,2510,866,514,297,153,21,0,3.6,269,29,799,289,80,1405,1257,30.5,43,220,0,252,5,186,140,505,130,39143198.0
1790,391,1001,402,2048,208,148,772.0,0,895,3.23,481,184,1226,400,120,75473.0,91477.0,18988.0,46548.0,184,371,29,1169,666,326,2510,866,514,297,153,21,0,3.6,269,29,799,289,80,1405,1257,30.5,43,220,0,252,5,186,140,505,130,39143198.0
1790,391,1001,402,2048,208,148,772.0,0,895,3.23,481,184,1226,400,120,75473.0,91477.0,18988.0,46548.0,184,371,29,1169,666,326,2510,866,514,297,153,21,0,3.6,269,29,799,289,80,1405,1257,30.5,43,220,0,252,5,186,140,505,130,39143198.0
11215,1483,6298,372,12103,1436,191,1268.0,72,5644,2.49,2601,860,7981,4075,1038,104431.0,75310.0,126269.0,75227.0,1421,3717,358,7891,5960,1882,11043,6531,3093,1124,363,272,83,3.3,2988,358,4642,1455,592,6871,6246,35.0,50,121,81,1877,37,1280,83,3146,2603,67429754.0
11215,1483,6298,372,12103,1436,191,1268.0,72,5644,2.49,2601,860,7981,4075,1038,104431.0,75310.0,126269.0,75227.0,1421,3717,358,7891,5960,1882,11043,6531,3093,1124,363,272,83,3.3,2988,358,4642,1455,592,6871,6246,35.0,50,121,81,1877,37,1280,83,3146,2603,67429754.0
2740,318,1501,436,2918,115,88,684.0,0,1590,3.06,931,309,1809,1292,170,118537.0,96071.0,134299.0,93792.0,233,1184,108,1784,1422,418,3055,1693,629,267,365,137,108,4.1,1057,108,826,369,294,1915,1909,35.0,270,7,94,474,58,135,31,495,48,3878181.0
579,44,444,212,640,16,19,329.0,12,286,3.64,187,25,394,113,22,60068.0,61364.0,18594.0,18125.0,39,95,18,366,122,135,900,74,187,182,91,19,8,4.1,86,18,208,135,32,512,425,30.8,37,17,0,54,0,57,340,71,95,1923857.0
579,44,444,212,640,16,19,329.0,12,286,3.64,187,25,394,113,22,60068.0,61364.0,18594.0,18125.0,39,95,18,366,122,135,900,74,187,182,91,19,8,4.1,86,18,208,135,32,512,425,30.8,37,17,0,54,0,57,340,71,95,1923857.0
579,44,444,212,640,16,19,329.0,12,286,3.64,187,25,394,113,22,60068.0,61364.0,18594.0,18125.0,39,95,18,366,122,135,900,74,187,182,91,19,8,4.1,86,18,208,135,32,512,425,30.8,37,17,0,54,0,57,340,71,95,1923857.0
579,44,444,212,640,16,19,329.0,12,286,3.64,187,25,394,113,22,60068.0,61364.0,18594.0,18125.0,39,95,18,366,122,135,900,74,187,182,91,19,8,4.1,86,18,208,135,32,512,425,30.8,37,17,0,54,0,57,340,71,95,1923857.0
3127,341,1586,103,3347,709,0,1704.0,11,1531,2.46,521,58,2355,1313,438,116469.0,80202.0,181750.0,86875.0,597,1167,146,2355,1917,710,3078,2917,900,233,94,37,21,3.1,830,128,1659,389,154,1692,1848,31.7,41,33,17,726,23,509,51,923,619,6348766.0
3127,341,1586,103,3347,709,0,1704.0,11,1531,2.46,521,58,2355,1313,438,116469.0,80202.0,181750.0,86875.0,597,1167,146,2355,1917,710,3078,2917,900,233,94,37,21,3.1,830,128,1659,389,154,1692,1848,31.7,41,33,17,726,23,509,51,923,619,6348766.0
573,144,501,198,649,11,0,1093.0,0,301,2.85,186,7,323,112,42,53244.0,41250.0,51188.0,51406.0,14,105,7,323,114,98,814,143,78,11,113,20,37,4.5,64,7,174,84,59,629,226,34.0,0,51,0,20,0,52,45,31,73,2279475.0
2877,201,1551,63,3649,433,0,1313.0,48,1392,2.2,684,77,2593,808,505,97334.0,76382.0,88621.0,80720.0,756,759,49,2378,1838,588,2460,2120,1102,229,39,16,0,2.6,484,32,1561,339,259,1615,2176,30.5,0,13,13,351,57,517,42,349,50,14623889.0
2877,201,1551,63,3649,433,0,1313.0,48,1392,2.2,684,77,2593,808,505,97334.0,76382.0,88621.0,80720.0,756,759,49,2378,1838,588,2460,2120,1102,229,39,16,0,2.6,484,32,1561,339,259,1615,2176,30.5,0,13,13,351,57,517,42,349,50,14623889.0
1345,195,838,416,1874,229,0,1298.0,0,930,3.32,498,50,943,375,107,50559.0,46439.0,37348.0,37409.0,69,334,41,895,461,347,1941,926,88,294,163,43,33,4.7,158,32,393,168,157,1093,1274,29.2,193,496,11,103,54,241,63,175,198,1247203.0
1202,157,698,123,1324,133,0,1153.0,10,580,3.01,452,24,739,296,100,65050.0,63828.0,66000.0,65368.0,57,191,105,729,623,103,1419,974,154,211,170,55,28,4.7,96,105,626,259,14,937,855,31.8,241,396,0,165,10,430,19,98,10,3445647.0
1645,267,1150,197,2149,193,35,1182.0,7,569,2.94,454,260,1196,116,127,48395.0,51688.0,55313.0,30781.0,109,50,66,1169,723,239,1763,807,239,332,106,51,14,4.0,43,48,777,195,49,1339,1154,27.8,8,171,0,48,26,361,77,37,19,4724329.0
711,107,522,60,857,61,49,959.0,0,503,2.72,238,49,529,273,31,76365.0,78309.0,110179.0,63036.0,38,212,61,509,372,106,889,405,163,92,79,20,0,4.0,134,61,283,109,101,605,429,32.9,87,124,0,193,0,81,0,127,57,2790322.0
1805,332,1250,379,2294,103,91,806.0,0,905,3.05,582,248,1323,476,194,70252.0,68676.0,64076.0,45972.0,176,404,72,1265,691,299,2562,802,488,259,51,20,9,3.6,296,45,776,245,67,1392,1367,31.1,45,70,0,316,24,312,54,114,381,3348010.0
3029,278,1722,526,3658,10,0,748.0,11,1313,3.97,917,279,1421,512,114,43293.0,21807.0,36763.0,37446.0,27,217,295,1277,383,421,2309,1941,193,249,288,119,34,4.4,22,209,1134,211,224,2235,2463,29.5,121,642,0,229,106,1393,90,0,0,113390.0
1562,158,924,168,2111,202,0,1183.0,17,860,3.08,366,155,1192,337,162,86201.0,64258.0,122813.0,42663.0,84,213,124,1166,765,223,1715,1336,136,296,228,75,18,4.7,187,111,787,135,133,1020,1372,27.8,84,329,71,148,26,380,122,49,0,5397898.0
1562,158,924,168,2111,202,0,1183.0,17,860,3.08,366,155,1192,337,162,86201.0,64258.0,122813.0,42663.0,84,213,124,1166,765,223,1715,1336,136,296,228,75,18,4.7,187,111,787,135,133,1020,1372,27.8,84,329,71,148,26,380,122,49,0,5397898.0
2583,346,1512,39,2801,187,36,1398.0,11,1184,2.48,408,177,1382,904,217,150030.0,81795.0,190417.0,100446.0,315,777,127,1333,1064,519,2740,1925,397,161,160,94,8,3.5,623,108,996,403,111,1571,1399,35.7,60,54,23,479,20,622,54,235,165,24188166.0
2583,346,1512,39,2801,187,36,1398.0,11,1184,2.48,408,177,1382,904,217,150030.0,81795.0,190417.0,100446.0,315,777,127,1333,1064,519,2740,1925,397,161,160,94,8,3.5,623,108,996,403,111,1571,1399,35.7,60,54,23,479,20,622,54,235,165,24188166.0
5177,371,2714,141,5553,413,124,1350.0,9,2638,2.4,1298,307,3275,2249,472,122848.0,87225.0,152778.0,98677.0,806,2023,226,3140,2583,1238,5377,4322,1179,437,180,69,63,3.5,1562,226,2550,688,483,2919,3138,33.6,164,69,49,1315,22,668,46,1293,536,27509466.0
5177,371,2714,141,5553,413,124,1350.0,9,2638,2.4,1298,307,3275,2249,472,122848.0,87225.0,152778.0,98677.0,806,2023,226,3140,2583,1238,5377,4322,1179,437,180,69,63,3.5,1562,226,2550,688,483,2919,3138,33.6,164,69,49,1315,22,668,46,1293,536,27509466.0
1101,122,873,62,1800,75,0,1144.0,0,898,2.96,204,85,898,331,43,57783.0,48558.0,70750.0,54028.0,165,227,104,898,743,168,1230,1216,121,262,221,25,8,4.5,158,104,339,109,44,925,998,27.9,6,295,0,243,16,390,37,12,23,5474681.0
1101,122,873,62,1800,75,0,1144.0,0,898,2.96,204,85,898,331,43,57783.0,48558.0,70750.0,54028.0,165,227,104,898,743,168,1230,1216,121,262,221,25,8,4.5,158,104,339,109,44,925,998,27.9,6,295,0,243,16,390,37,12,23,5474681.0
1527,384,1020,574,1944,55,25,794.0,0,804,3.36,596,49,911,200,84,49294.0,40797.0,34013.0,38125.0,160,158,42,890,313,356,2559,273,112,364,196,45,22,4.8,99,42,615,313,133,1385,1269,28.4,163,161,0,132,14,230,11,261,84,5137443.0
1527,384,1020,574,1944,55,25,794.0,0,804,3.36,596,49,911,200,84,49294.0,40797.0,34013.0,38125.0,160,158,42,890,313,356,2559,273,112,364,196,45,22,4.8,99,42,615,313,133,1385,1269,28.4,163,161,0,132,14,230,11,261,84,5137443.0
1527,384,1020,574,1944,55,25,794.0,0,804,3.36,596,49,911,200,84,49294.0,40797.0,34013.0,38125.0,160,158,42,890,313,356,2559,273,112,364,196,45,22,4.8,99,42,615,313,133,1385,1269,28.4,163,161,0,132,14,230,11,261,84,5137443.0
1527,384,1020,574,1944,55,25,794.0,0,804,3.36,596,49,911,200,84,49294.0,40797.0,34013.0,38125.0,160,158,42,890,313,356,2559,273,112,364,196,45,22,4.8,99,42,615,313,133,1385,1269,28.4,163,161,0,132,14,230,11,261,84,5137443.0
1527,384,1020,574,1944,55,25,794.0,0,804,3.36,596,49,911,200,84,49294.0,40797.0,34013.0,38125.0,160,158,42,890,313,356,2559,273,112,364,196,45,22,4.8,99,42,615,313,133,1385,1269,28.4,163,161,0,132,14,230,11,261,84,5137443.0
1527,384,1020,574,1944,55,25,794.0,0,804,3.36,596,49,911,200,84,49294.0,40797.0,34013.0,38125.0,160,158,42,890,313,356,2559,273,112,364,196,45,22,4.8,99,42,615,313,133,1385,1269,28.4,163,161,0,132,14,230,11,261,84,5137443.0
1550,176,1094,427,1914,51,203,460.0,13,876,3.74,488,453,1237,347,209,41007.0,63990.0,29182.0,25448.0,153,275,72,1190,384,262,2408,337,433,252,237,99,9,4.2,88,72,339,211,90,1459,1205,31.0,188,153,0,72,53,392,155,109,81,5335057.0
1550,176,1094,427,1914,51,203,460.0,13,876,3.74,488,453,1237,347,209,41007.0,63990.0,29182.0,25448.0,153,275,72,1190,384,262,2408,337,433,252,237,99,9,4.2,88,72,339,211,90,1459,1205,31.0,188,153,0,72,53,392,155,109,81,5335057.0
1550,176,1094,427,1914,51,203,460.0,13,876,3.74,488,453,1237,347,209,41007.0,63990.0,29182.0,25448.0,153,275,72,1190,384,262,2408,337,433,252,237,99,9,4.2,88,72,339,211,90,1459,1205,31.0,188,153,0,72,53,392,155,109,81,5335057.0
1489,91,685,97,1701,14,129,771.0,40,722,2.84,288,246,1114,179,108,48527.0,42679.0,71204.0,27133.0,90,179,0,1071,545,138,1404,491,397,63,44,49,0,2.8,135,0,423,225,79,772,1094,36.5,69,141,0,66,40,417,182,93,31,3787689.0
1489,91,685,97,1701,14,129,771.0,40,722,2.84,288,246,1114,179,108,48527.0,42679.0,71204.0,27133.0,90,179,0,1071,545,138,1404,491,397,63,44,49,0,2.8,135,0,423,225,79,772,1094,36.5,69,141,0,66,40,417,182,93,31,3787689.0
1489,91,685,97,1701,14,129,771.0,40,722,2.84,288,246,1114,179,108,48527.0,42679.0,71204.0,27133.0,90,179,0,1071,545,138,1404,491,397,63,44,49,0,2.8,135,0,423,225,79,772,1094,36.5,69,141,0,66,40,417,182,93,31,3787689.0
773,53,521,172,1225,20,13,925.0,0,419,3.44,225,99,452,237,62,123403.0,83750.0,102375.0,57955.0,67,188,49,441,332,154,1082,485,0,35,63,45,27,5.9,175,49,169,137,35,550,945,27.0,156,86,0,101,72,179,30,0,33,1613855.0
773,53,521,172,1225,20,13,925.0,0,419,3.44,225,99,452,237,62,123403.0,83750.0,102375.0,57955.0,67,188,49,441,332,154,1082,485,0,35,63,45,27,5.9,175,49,169,137,35,550,945,27.0,156,86,0,101,72,179,30,0,33,1613855.0
3431,729,1827,119,4594,243,0,1624.0,11,1300,2.79,624,59,1525,1079,195,115279.0,80743.0,154804.0,88958.0,330,982,97,1466,1586,585,4542,2326,541,223,104,25,83,3.5,516,97,1242,831,419,1990,3087,31.3,174,80,0,411,87,596,50,668,35,6640107.0
3431,729,1827,119,4594,243,0,1624.0,11,1300,2.79,624,59,1525,1079,195,115279.0,80743.0,154804.0,88958.0,330,982,97,1466,1586,585,4542,2326,541,223,104,25,83,3.5,516,97,1242,831,419,1990,3087,31.3,174,80,0,411,87,596,50,668,35,6640107.0
3431,729,1827,119,4594,243,0,1624.0,11,1300,2.79,624,59,1525,1079,195,115279.0,80743.0,154804.0,88958.0,330,982,97,1466,1586,585,4542,2326,541,223,104,25,83,3.5,516,97,1242,831,419,1990,3087,31.3,174,80,0,411,87,596,50,668,35,6640107.0
3431,729,1827,119,4594,243,0,1624.0,11,1300,2.79,624,59,1525,1079,195,115279.0,80743.0,154804.0,88958.0,330,982,97,1466,1586,585,4542,2326,541,223,104,25,83,3.5,516,97,1242,831,419,1990,3087,31.3,174,80,0,411,87,596,50,668,35,6640107.0
3431,729,1827,119,4594,243,0,1624.0,11,1300,2.79,624,59,1525,1079,195,115279.0,80743.0,154804.0,88958.0,330,982,97,1466,1586,585,4542,2326,541,223,104,25,83,3.5,516,97,1242,831,419,1990,3087,31.3,174,80,0,411,87,596,50,668,35,6640107.0
3431,729,1827,119,4594,243,0,1624.0,11,1300,2.79,624,59,1525,1079,195,115279.0,80743.0,154804.0,88958.0,330,982,97,1466,1586,585,4542,2326,541,223,104,25,83,3.5,516,97,1242,831,419,1990,3087,31.3,174,80,0,411,87,596,50,668,35,6640107.0
1533,294,1017,520,2093,0,206,397.0,0,868,3.81,445,338,1125,142,23,19525.0,33558.0,18869.0,11880.0,25,103,39,1085,182,104,2403,165,412,140,113,55,0,3.8,40,39,268,262,199,1190,1287,35.5,150,57,0,41,0,417,192,47,162,1113372.0
1533,294,1017,520,2093,0,206,397.0,0,868,3.81,445,338,1125,142,23,19525.0,33558.0,18869.0,11880.0,25,103,39,1085,182,104,2403,165,412,140,113,55,0,3.8,40,39,268,262,199,1190,1287,35.5,150,57,0,41,0,417,192,47,162,1113372.0
1533,294,1017,520,2093,0,206,397.0,0,868,3.81,445,338,1125,142,23,19525.0,33558.0,18869.0,11880.0,25,103,39,1085,182,104,2403,165,412,140,113,55,0,3.8,40,39,268,262,199,1190,1287,35.5,150,57,0,41,0,417,192,47,162,1113372.0
1533,294,1017,520,2093,0,206,397.0,0,868,3.81,445,338,1125,142,23,19525.0,33558.0,18869.0,11880.0,25,103,39,1085,182,104,2403,165,412,140,113,55,0,3.8,40,39,268,262,199,1190,1287,35.5,150,57,0,41,0,417,192,47,162,1113372.0
1533,294,1017,520,2093,0,206,397.0,0,868,3.81,445,338,1125,142,23,19525.0,33558.0,18869.0,11880.0,25,103,39,1085,182,104,2403,165,412,140,113,55,0,3.8,40,39,268,262,199,1190,1287,35.5,150,57,0,41,0,417,192,47,162,1113372.0
2706,221,1526,969,3571,0,0,651.0,0,1347,4.14,1122,182,1393,417,74,35848.0,21709.0,28857.0,29330.0,22,282,135,1158,170,197,2630,2236,182,527,245,86,16,4.5,91,101,872,475,115,2374,2842,26.2,237,697,0,85,98,1574,47,35,33,11492359.0
1100,64,472,255,1379,0,0,635.0,0,538,3.85,367,133,554,183,24,29584.0,18553.0,23575.0,30424.0,39,67,116,487,59,95,832,932,66,165,102,59,0,4.4,0,57,475,188,15,660,1135,27.9,12,336,0,47,32,479,0,18,0,2723740.0
836,210,576,105,1026,0,0,861.0,0,538,3.14,306,92,538,429,95,70072.0,65435.0,90921.0,66500.0,117,335,94,527,142,190,1244,1225,0,195,139,66,7,5.3,126,57,204,236,38,655,590,35.4,245,80,0,56,28,319,100,35,0,3643216.0
1079,151,835,468,1539,0,0,614.0,0,582,3.78,546,100,642,187,16,30924.0,25433.0,26667.0,26054.0,29,122,65,584,32,106,1328,697,112,198,137,60,15,4.6,31,27,338,302,55,1154,1132,23.9,180,280,0,0,72,721,33,0,0,2893393.0
1317,111,753,430,1615,19,5,762.0,0,660,3.89,526,105,694,296,11,37938.0,29837.0,34750.0,34875.0,0,241,55,580,45,135,1454,944,17,118,251,40,11,4.8,41,29,442,234,70,1099,1212,27.3,157,264,0,42,17,584,49,32,0,2974806.0
1661,265,1024,664,2294,0,18,784.0,12,868,4.18,693,182,888,338,72,35815.0,20703.0,33537.0,26685.0,0,249,89,727,78,205,1768,1176,30,333,232,75,20,4.8,96,29,537,336,73,1573,1731,25.2,240,355,0,22,60,798,55,33,0,5628139.0
1976,188,1151,1136,2456,0,0,671.0,0,1017,4.32,841,102,1043,379,21,29308.0,23381.0,23031.0,24031.0,57,298,81,928,125,267,2301,1772,25,397,132,39,40,4.5,75,48,902,343,211,1912,2023,25.5,77,514,0,0,73,799,25,69,0,4745520.0
1944,223,1203,718,2411,0,0,755.0,0,937,4.36,713,239,1016,474,94,39177.0,25904.0,41165.0,31331.0,50,366,108,844,38,286,1895,1574,128,450,71,34,0,4.5,50,73,654,270,71,1730,1834,26.7,193,240,0,21,69,901,16,78,25,3657238.0
1047,319,769,294,1494,0,0,1070.0,16,376,5.54,279,39,392,204,112,66942.0,39286.0,55486.0,51850.0,16,160,44,315,92,352,1813,399,18,51,178,50,62,5.5,0,25,408,261,70,1090,1029,24.8,272,107,0,0,38,363,74,22,35,2039855.0
1077,167,757,653,1349,0,0,859.0,33,431,4.67,456,66,539,281,59,37485.0,32778.0,35625.0,27034.0,0,139,142,445,23,59,2065,305,28,138,214,80,12,5.0,61,142,334,207,212,1245,1013,22.1,156,243,0,0,23,631,62,0,0,2282260.0
1223,231,940,622,1601,67,0,962.0,14,674,4.34,461,107,699,207,28,38588.0,28222.0,31298.0,31968.0,99,141,66,613,92,201,1851,378,0,117,281,70,31,5.4,0,33,326,140,121,1201,1168,26.6,140,268,20,0,52,562,109,10,0,2697498.0
1189,226,769,744,1698,58,19,892.0,0,601,4.84,458,141,620,211,33,34336.0,23920.0,32115.0,32849.0,58,123,88,509,106,175,2135,314,17,120,309,120,114,5.9,34,39,291,274,44,1149,1335,23.6,183,233,0,0,71,556,37,9,0,2338844.0
860,198,667,344,1055,97,0,1539.0,22,444,3.75,378,177,491,276,32,27769.0,24597.0,23476.0,23689.0,0,172,104,484,65,59,1664,0,35,177,100,118,100,6.1,31,16,245,188,52,989,687,26.2,203,34,0,10,0,338,134,21,0,2286399.0
962,308,597,314,1208,0,9,679.0,0,387,3.94,349,163,486,150,62,47143.0,49028.0,30774.0,28632.0,0,138,12,450,19,194,1585,16,37,115,211,21,20,5.4,18,12,181,226,107,853,732,34.2,195,42,0,5,55,318,100,24,16,1693034.0
2675,639,1457,845,3069,53,0,883.0,0,1320,3.61,1031,231,1340,781,190,74293.0,50691.0,49570.0,63074.0,243,569,212,1288,443,687,3624,3325,68,283,429,170,41,5.7,324,158,694,522,190,2090,2275,31.9,635,255,0,304,215,1067,59,133,128,21752193.0
2675,639,1457,845,3069,53,0,883.0,0,1320,3.61,1031,231,1340,781,190,74293.0,50691.0,49570.0,63074.0,243,569,212,1288,443,687,3624,3325,68,283,429,170,41,5.7,324,158,694,522,190,2090,2275,31.9,635,255,0,304,215,1067,59,133,128,21752193.0
2675,639,1457,845,3069,53,0,883.0,0,1320,3.61,1031,231,1340,781,190,74293.0,50691.0,49570.0,63074.0,243,569,212,1288,443,687,3624,3325,68,283,429,170,41,5.7,324,158,694,522,190,2090,2275,31.9,635,255,0,304,215,1067,59,133,128,21752193.0
2675,639,1457,845,3069,53,0,883.0,0,1320,3.61,1031,231,1340,781,190,74293.0,50691.0,49570.0,63074.0,243,569,212,1288,443,687,3624,3325,68,283,429,170,41,5.7,324,158,694,522,190,2090,2275,31.9,635,255,0,304,215,1067,59,133,128,21752193.0
2675,639,1457,845,3069,53,0,883.0,0,1320,3.61,1031,231,1340,781,190,74293.0,50691.0,49570.0,63074.0,243,569,212,1288,443,687,3624,3325,68,283,429,170,41,5.7,324,158,694,522,190,2090,2275,31.9,635,255,0,304,215,1067,59,133,128,21752193.0
1135,294,1048,466,1591,0,0,1075.0,19,571,3.93,445,160,610,290,55,51766.0,43811.0,39821.0,38143.0,65,196,94,564,181,256,1956,689,8,151,443,90,49,6.0,32,52,324,199,30,1282,825,26.9,299,81,0,64,61,539,63,55,0,338795.0
1135,294,1048,466,1591,0,0,1075.0,19,571,3.93,445,160,610,290,55,51766.0,43811.0,39821.0,38143.0,65,196,94,564,181,256,1956,689,8,151,443,90,49,6.0,32,52,324,199,30,1282,825,26.9,299,81,0,64,61,539,63,55,0,338795.0
1750,268,965,78,1894,117,0,1155.0,27,997,2.76,500,110,1143,427,202,96635.0,57845.0,108611.0,70772.0,210,367,60,1143,873,432,2023,1966,93,209,278,60,86,4.8,223,60,902,184,63,1155,1101,31.5,214,340,27,164,16,851,75,94,37,1547128.0
3460,501,2085,235,3786,101,0,944.0,55,2009,3.11,938,444,2214,1186,240,93736.0,75227.0,122500.0,62821.0,444,948,238,2214,1516,748,3765,3297,230,465,454,217,237,5.1,792,238,1061,646,367,2434,2108,35.9,676,593,91,390,146,1584,135,317,139,7231462.0
1893,166,1078,188,2090,51,11,1031.0,24,1056,3.05,523,197,1095,680,140,103416.0,59712.0,104279.0,88565.0,140,530,150,1095,767,396,2262,2262,35,228,195,155,129,5.3,345,150,486,385,130,1261,1238,37.5,397,168,4,319,75,940,43,87,28,7647463.0
3650,421,1882,766,4162,224,11,1180.0,13,2111,3.28,1137,282,2194,1171,373,114544.0,65889.0,109886.0,85189.0,402,953,218,2194,1800,807,4898,4754,147,482,613,112,214,5.6,825,218,1089,561,269,2591,2651,33.4,533,457,213,123,266,1896,78,97,74,13611742.0
1607,149,799,118,1703,166,0,1332.0,9,821,2.78,379,111,899,422,101,92483.0,64688.0,88036.0,80060.0,241,240,182,899,753,261,1680,1766,131,162,269,72,23,5.1,155,164,801,153,106,837,1089,32.3,211,145,40,114,31,826,69,87,29,6943368.0
1304,184,732,176,1375,57,0,1108.0,34,646,3.15,391,36,721,457,119,123869.0,71389.0,138550.0,84042.0,152,408,49,721,706,274,1580,1488,125,83,97,78,59,5.1,328,49,596,133,81,947,792,32.5,179,189,32,157,25,413,53,86,0,3025830.0
1004,108,480,65,1100,117,0,1398.0,13,539,3.01,342,23,573,304,59,163196.0,77692.0,123958.0,101607.0,68,270,34,573,551,192,1286,1214,14,167,141,34,92,5.6,228,34,356,241,16,648,765,34.0,225,151,45,59,75,418,17,24,68,3920105.0
1106,35,665,87,1208,67,0,974.0,0,635,2.78,368,59,680,319,117,130319.0,97000.0,120000.0,82000.0,97,269,50,680,587,250,1333,1307,48,238,138,26,55,5.1,269,50,527,149,40,740,730,32.6,141,155,28,62,31,521,62,91,55,3582398.0
